ref_value,item_id,stat_property,stat_value,author_type,publisher_type,publisher_verification,authoritative,predicted_authoritative
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q1124743,P1082,+153923,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q58684,P1082,+133929,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q58684,P1082,+133929,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q115182,P1082,+79477,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q506676,P1082,+21301,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q374765,P1082,+12663,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q488553,P1082,+15047,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q507757,P1082,+79740,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q513805,P1082,+22360,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q426746,P1082,+21250,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q502411,P1082,+270272,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q504435,P1082,+42104,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q336190,P1082,+39037,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q498014,P1082,+65504,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q485726,P1082,+37700,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q502021,P1082,+78538,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q502021,P1082,+78538,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q156340,P1082,+34266,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q124637,P1082,+16965,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q489711,P1082,+695,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q493222,P1082,+71734,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q493222,P1082,+71734,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q493222,P1082,+71734,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q501796,P1082,+97032,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q506157,P1082,+20775,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q111928,P1082,+130918,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q500871,P1082,+116219,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q500871,P1082,+116219,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q486336,P1082,+27101,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q490859,P1082,+10925,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q486499,P1082,+33265,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q486499,P1082,+33265,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q491073,P1082,+3902,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q507180,P1082,+12209,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q484296,P1082,+17950,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q494198,P1082,+39459,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q493044,P1082,+11000,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q29124,P1082,+6736,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q513078,P1082,+41252,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q507414,P1082,+107848,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q507414,P1082,+107848,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q507256,P1082,+32856,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q507256,P1082,+32856,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q54165,P1082,+129585,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q115316,P1082,+7682,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q485746,P1082,+136428,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q489536,P1082,+52427,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q28496,P1082,+24388,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q94673,P1082,+264055,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q502014,P1082,+25977,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q113333,P1082,+62934,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q495072,P1082,+39117,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q495072,P1082,+39117,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q115298,P1082,+9389,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q484183,P1082,+251320,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q489886,P1082,+4979,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q503516,P1082,+59446,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q502473,P1082,+37788,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q495198,P1082,+4609,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q495198,P1082,+4609,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q54072,P1082,+735607,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q507811,P1082,+44996,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q502244,P1082,+169541,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q502244,P1082,+169541,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q54161,P1082,+159195,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q495013,P1082,+52936,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q94663,P1082,+63905,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q94663,P1082,+63905,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q431826,P1082,+44499,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q376034,P1082,+3923,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q108798,P1082,+67243,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q280844,P1082,+7994,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q280844,P1082,+7994,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q506538,P1082,+17123,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q506538,P1082,+17123,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q497999,P1082,+11571,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q490023,P1082,+8840,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q506892,P1082,+224247,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q491927,P1082,+37628,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q496629,P1082,+3374,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q500813,P1082,+21368,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q486137,P1082,+60497,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q485364,P1082,+92406,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q61024,P1082,+11486,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q509092,P1082,+10713,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q26880,P1082,+9641,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q505354,P1082,+17262,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q485539,P1082,+42663,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q152891,P1082,+804520,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q495175,P1082,+24260,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q54240,P1082,+274033,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q507616,P1082,+13108,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q496886,P1082,+368024,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q502456,P1082,+33062,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q504294,P1082,+9996,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q504294,P1082,+9996,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q507153,P1082,+52442,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q507153,P1082,+52442,Page not working,Government agencies,,1,1
http://www2.census.gov/prod2/decennial/documents/33405927v1.zip,Q125722,P1082,+1474,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q109709,P1082,+202080,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q137828,P1082,+119490,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q115463,P1082,+88057,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q115463,P1082,+88057,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q61355,P1082,+22507,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q495185,P1082,+5190,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q495142,P1082,+14348,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q113185,P1082,+121635,Page not working,Government agencies,,1,1
http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,Q489796,P1082,+14047,Page not working,Government agencies,,1,1
